video_name,label
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jqodmblkbb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\twotrytoqh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\etbcgrtnft.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\owqfinhzwr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yarfzirpzw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rnjhdunvmz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lakmzwcwgy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\uzmcftvqox.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iotvvdegmx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lvyfgfceys.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ycmlexgbio.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iiikdojinc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mrjfcsxcvj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hobqnnblkq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rgthvflads.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hyvbliiing.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lbpawrfnyh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\amgwvgswlu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vxhdogmgkw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jtjxfjaamb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tuycrjemab.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rdpseeyfgp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\deroigfoxd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qaugcsknos.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rjrlfzfxqi.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ndbdkjokjq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\owvoizqqdu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zhysrmbjge.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tpkuvclhgi.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jntiomfhcr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\feyilafcbb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\txysmzzvch.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yemyamgwae.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gkhtjvypym.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qswcgqfwwa.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fwxrivasxe.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zbpkxbctef.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\skpvbijpso.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lmvbxcrpux.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hfcahbxojg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zzpzemkknj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\omljcgdsfk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\elktntxczt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\enjpvpmbpb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jattojjsod.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\nmkkpgffnc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mgtupalflu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kbxdvqucrq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zrjxkpfeao.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iuxoymwrrb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rpgutupcvw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ywtrgardha.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dxdlgjufhm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\znzsxieolq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jrctkjsnwv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ewjopkuafz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\epivyawujt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pmzujwmgtz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bsoliazwrw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qhvplkfsry.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qexfqixxvo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\nigrfxanhb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bvbpmmiuoo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qhttfwakwr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lvluiulpzh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ahxiodzlfq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ibevodwfxg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ykszlrzvpv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\schtkhzivy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tlrypooilu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\sxblpuzjtw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lqnetyeblu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fdkxiecbtm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jayybrfpgr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hysppsmhpl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ksevvcocwp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rdudggrlnq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bbxxwijhxf.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dliajpqpqd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wukxspspat.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lvagtgyvwc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dtlmcejxrz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\idlndijmeb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ivbjhczihl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dojnabaoug.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\omdjjdssjx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mgivheipcw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pwqowswofh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iaptsnuuys.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\obccyqbach.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gcsyrmbjbf.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fufvpovlre.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ftomejyowz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kboixyviey.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zobkhjwvzy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ldrutobvmg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rwopvnfyov.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tmlrdldhhe.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kwfntstogn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tmmqygdfkk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rypbvfjrqd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\esubotylje.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\osdjajxbpd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\uupifagjqo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\udhmrgwpss.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\nqgpauxxco.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gdgakhttkz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zgidgpzmwh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hjetcvesie.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kliktwdilw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vpxisojgue.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hrfxajrltl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pkykejjvgc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vlufqntxvc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\svnjntpwob.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\srxgfofvyv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\myleyyxpjx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pgftxrhtyr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\naojiqqeln.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bkdoivfsmh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wuxbixoqkr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\nmivzfstyq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\malzaqmoko.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\saclongjoz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kjjrhwmpjk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ncrnziejwg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vrmwdjeqkx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ppleefsnqh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pxttaffhxj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rsgikiocix.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xiwawmqxst.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wlyvphluux.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rmtjpqqhje.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dwlxlcnhxu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hwfjnngetb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\enjoifswtz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kpovuvhbey.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\msjdwnrshn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tyifsjalvr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\admyveomqu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rvzmqjyudm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ksnxkofkfy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\urnppyywnk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kkoxvzxofh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wllhdjdigp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\osqhthnkir.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ywgmecijso.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ftdkhyvwxf.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kyxapvaupf.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vjvnshamff.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qsxfqulvft.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ioxqwxbnhu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xbpumcamxz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bawxauqnqk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xrrzdkymek.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xndrhvaavc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xljsgbmygt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\eenzjiaonh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\stteqjblgs.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hlhjxdezxs.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vjszhscscx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vhocmuuvph.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\whijyjefeg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iafzdcaapx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dyyarhqoie.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wkckhxwket.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dqycocughj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hcnmwecybu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\frkscpjusi.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qxgnwoqcjr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gbpmdjsewd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\oootuokpdx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lqtxhduxdl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\urjqbwxfwd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wdwohqxcvu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fetflabxwm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jivwrppbsq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xymozosbak.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ztgfcufjqz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bsipuogpmm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gdjxuwtafd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yykhogwosu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kayvzxaesv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qgkdddiiai.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yudzbztyle.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qikpixlygi.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ivcmywoktn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bevoadncox.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gfyddgpncx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vbnimjsjia.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rdaktuviek.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\unfffgqqqj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zhpzlssdsq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hdwfocdqns.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qxdvcosnjq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\upvicjkrrt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rlqkrecipi.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xorrsueuhg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qhlfevbzrb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\chpclaevzg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\oondkawisg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\cyepzwbesk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rmrtsnompc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ytqsgduhqh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wkxetlcczy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yezrauqccu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qjcgdmaozj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gyqnfcdsge.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\txhedicful.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\nvvheyhlru.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rneiarxkwt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qszrrwxras.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bddycfotsn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\cdcklwxsim.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xosuppaomr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pinulkppsh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\toeixngyyj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tbwydsaebx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lgtvynmift.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\luqynkuirp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mprpkfbkya.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\oqordnxkxc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iwobeeggzu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\roebqjihwk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\knewbhtaqu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hhhwvintrc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tznjkubiml.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rbfvimgnid.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\oejkjxkpdy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\drskwcmmeb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zhbblejbmh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jouuwvnaig.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\piaxrkzpkc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iqukofwxuo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xcddbnalqr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ndcsqoiceg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vlmublevbg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gvehwkpgfv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\coxwlrjeyw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pteiaddjmj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\znwpajalyb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rreddmxybn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jcbsycrkok.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\njhuvobalq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\uroivvahux.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hsvkvsxvsn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jtzveqmnnr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hffztvbkox.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\iovndfczkm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bhhmhvvwvd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kvlcswnmwp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jxarfcwoxz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dcwvwuzooj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\udaamfyjqd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bqkrgdfmjk.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\blfwchaqbd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ppffwddamo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mkguynxvby.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ppyflmssst.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\mjpgdctjqx.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vgwgtwuizh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\klxqsnyans.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ercmkkecic.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\poihukvspz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xagpwvuyim.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gtewnheslp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vbonzuulnn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rymujjkzwb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tacmbklrdc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bgsyvyclgh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pcoqlgxiha.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fqqngtbisq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\twxargwhjw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\gytgaaobsu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jlmhgkjyix.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wfzaaocega.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hxlmrfuklu.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ynyvhvjpnm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\evqelgbjbq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\aelsditult.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yauqgdhejd.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rieqbjzzxs.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zxnlihmbgb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hycxhvuwnl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yjdrssqykm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ifhcessuxq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ulqboeaekv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\dbfcxecuru.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\qeuemnaocl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pmqateayyr.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\upoygoavyg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tuxbhywzxz.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\okeimfxnmh.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\pdvowfwnhw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\vtcbxtsfsb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ivrvvevexb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zmwuzyimmp.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\yufgacajvg.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\wgvxdqdfol.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jiwxdekjug.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rkmabbjgla.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lgxweyjnxq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\ttfgmhsxms.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\uaoymbdjpo.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zppoaxgzot.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jurapnzpdt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lzsyrphzxc.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\xvfwhspzvb.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lyuttwtqro.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\kxrlbvaejj.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\hmtujwwvqq.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tvpgycgtdt.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jrbyllhhti.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\rlmmzgdpgs.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\lzvqheepgw.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fahpamrpfy.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\sxydpsziue.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\tyohgpnmbs.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\oqlgshcira.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\bphdpclagl.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\zworihnhyn.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\fapqblvnqm.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\jejypxqtrv.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\thuizkzoox.mp4,1
D:\deepfakes\data\train\train_17\dfdc_train_part_17\whoblwbaww.mp4,1
